Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0007,0.0011,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,0.0031,43.5443,0.05,0.05,43.5449,59.5996,59.6002,150.6618,space,91.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,150.6851,0.0,159.2214,s,8.4921,,162.155,162.6539,161.652,162.1548,160.2383,145.0,161.6518,162.6545,163.1548,163.1557,167.8412,234.1,167.8429,1.0,168.8405,0.0,0.0,0.0,3.0,1.0,1.4,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,168.8422,0.0,168.8462,,,,171.3516,171.84,170.8475,171.3514,169.8457,296.0,170.8473,171.8403,172.3401,172.3406,178.3585,3632.9,178.3592,5.0,179.3584,0.0,1.0,1.0,16.0,1.0,1.0,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,179.3599,0.0,179.3605,,,,182.3087,182.8086,181.795,182.3086,180.3766,296.0,181.7948,182.8086,183.3086,183.3088,189.3239,9999.0,189.3241,0.0,190.3275,0.0,2.0,2.0,28.0,1.0,1.4,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,190.3286,0.0,190.3292,,,,193.0507,193.5448,192.5459,193.0505,191.3401,303.0,192.5455,193.5449,194.0448,194.045,198.5801,1867.0,198.5808,5.0,199.5797,0.0,3.0,3.0,12.0,1.0,1.2,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,199.5811,0.0,199.5818,,,,201.9309,202.4301,201.4142,201.9305,200.5973,246.0,201.4137,202.4301,202.9304,202.9306,206.0144,1565.7,206.0153,5.0,207.0149,0.0,4.0,4.0,20.0,1.0,0.8,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,207.0163,0.0,207.0176,,,,209.7608,210.2488,209.2437,209.7606,208.0217,38.0,209.2436,210.249,210.7501,210.7506,215.7632,2517.6,215.7634,5.0,216.7671,0.0,5.0,5.0,17.0,1.0,1.2,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,216.7686,0.0,216.7692,,,,219.2987,219.8012,218.7946,219.2985,217.7755,64.0,218.7942,219.8015,220.3017,220.302,223.8481,1524.7,223.8485,5.0,224.8529,0.0,6.0,6.0,26.0,1.0,1.0,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,224.8548,0.0,224.8558,,,,227.7818,228.2701,227.2706,227.7817,225.8578,291.0,227.2704,228.2702,228.7699,228.7703,234.4555,2670.3,234.4559,5.0,235.4541,0.0,7.0,7.0,8.0,1.0,1.4,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,235.4551,0.0,235.4556,,,,237.7805,238.2724,237.2733,237.7803,236.4671,46.0,237.2731,238.2726,238.7726,238.773,244.7858,9999.0,244.7861,0.0,245.7908,0.0,8.0,8.0,5.0,1.0,0.8,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,245.7924,0.0,245.7928,,,,248.3282,248.8255,247.8209,248.3279,246.808,262.0,247.8208,248.8258,249.3252,249.3255,255.3436,9999.0,255.3438,0.0,256.3424,0.0,9.0,9.0,6.0,1.0,1.0,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,256.3435,0.0,256.3441,,,,259.4766,259.976,258.9666,259.4764,257.3599,208.0,258.9665,259.9761,260.4763,260.4764,266.4791,9999.0,266.4799,0.0,267.4785,0.0,10.0,10.0,29.0,1.0,1.6,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,267.4797,0.0,267.4802,,,,270.0243,270.5133,269.5094,270.024,268.4906,289.0,269.5091,270.5135,271.0059,271.006,277.01,9999.0,277.0106,0.0,278.0139,0.0,11.0,11.0,1.0,1.0,1.0,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,278.0155,0.0,278.0163,,,,280.9641,281.4655,280.4464,280.964,279.0327,289.0,280.446,281.4656,281.965,281.9651,287.9711,9999.0,287.9714,0.0,288.9666,0.0,12.0,12.0,18.0,1.0,1.4,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,288.9678,0.0,288.9689,,,,291.2986,291.8007,290.7866,291.2985,289.982,2.0,290.7864,291.8009,292.3009,292.3011,296.5022,4149.6,296.5029,5.0,297.502,0.0,13.0,13.0,15.0,1.0,0.8,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,297.5032,0.0,297.5037,,,,300.0384,300.5356,299.5212,300.0382,298.5189,6.0,299.5211,300.5357,301.0358,301.0359,306.3679,4635.3,306.3681,5.0,307.3712,0.0,14.0,14.0,11.0,1.0,1.0,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,307.3729,0.0,307.3735,,,,309.7047,310.2046,309.2028,309.7045,308.3875,115.0,309.2025,310.2047,310.7047,310.7049,315.5463,4100.0,315.5466,5.0,316.5393,0.0,15.0,15.0,25.0,1.0,0.8,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,316.5399,0.0,316.5404,,,,319.6736,320.173,319.1553,319.6734,317.5422,72.0,319.1551,320.173,320.6737,320.6738,326.6761,9999.0,326.6768,0.0,327.6747,0.0,16.0,16.0,24.0,1.0,1.6,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,327.676,0.0,327.6766,,,,330.4101,330.9095,329.8928,330.4097,328.6772,179.0,329.8924,330.9096,331.4099,331.41,336.3669,3858.0,336.3673,5.0,337.361,0.0,17.0,17.0,7.0,1.0,1.2,0.7,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,337.3623,0.0,337.3629,,,,340.5123,341.0121,339.9965,340.512,338.3786,171.0,339.9961,341.0122,341.5124,341.5126,347.5327,9999.0,347.533,0.0,348.5299,0.0,18.0,18.0,14.0,1.0,1.6,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,348.5308,0.0,348.5313,,,,351.0576,351.548,350.5482,351.0569,349.5448,163.0,350.548,351.5482,352.0482,352.0485,358.0632,9999.0,358.0638,0.0,359.0665,0.0,19.0,19.0,21.0,1.0,1.0,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,359.0681,0.0,359.0688,,,,361.8166,362.3165,361.298,361.8164,360.0831,217.0,361.2978,362.3166,362.8168,362.8169,368.3516,5135.6,368.3522,5.0,369.352,0.0,20.0,20.0,22.0,1.0,1.2,0.3,Time
,,S36,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,369.3538,0.0,369.3544,,,,372.0721,372.5691,371.5652,372.0714,370.3637,163.0,371.565,372.5692,373.0699,373.0701,379.0874,9999.0,379.0876,0.0,380.0876,0.0,21.0,21.0,2.0,1.0,1.2,0.3,Time
