Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0006,0.0011,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,0.0049,57.9471,0.0588,0.0565,57.9474,104.4276,104.4281,208.9573,space,104.4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,208.9728,0.0,215.9258,s,6.9186,,218.8771,219.3764,218.3607,218.8769,216.9437,176.0,218.3605,219.3768,219.8769,219.8775,221.3783,288.9000001,221.3791,1.0,222.3776,0.0,0.0,0.0,3.0,1.0,1.4,0.3,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,222.3793,0.0,222.3821,,,,225.329,225.8283,224.8122,225.3289,223.395,223.0,224.812,225.8284,226.3287,226.3287,231.0852,1516.7,231.0853,4.0,232.0813,0.0,1.0,1.0,13.0,1.0,1.4,0.3,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,232.0821,0.0,232.0825,,,,235.0196,235.5155,234.5029,235.0195,233.0858,283.0,234.5028,235.5155,236.0157,236.0158,238.5541,2117.3,238.5543,5.0,239.55,0.0,2.0,2.0,18.0,1.0,1.4,0.7,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,239.5507,0.0,239.551,,,,242.2887,242.7842,241.7717,242.2885,240.5544,253.0,241.7716,242.7843,243.2847,243.2848,248.0405,1700.5,248.0407,5.0,249.0363,0.0,3.0,3.0,12.0,1.0,1.2,0.3,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,249.037,0.0,249.0374,,,,251.7585,252.2537,251.2412,251.7585,250.0398,107.0,251.2412,252.2537,252.7539,252.7539,258.76,9999.0,258.7602,0.0,259.7561,0.0,4.0,4.0,17.0,1.0,1.2,0.7,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,259.7568,0.0,259.7571,,,,262.0945,262.5901,261.5774,262.0944,260.7605,244.0,261.5773,262.5902,263.0903,263.0905,269.0966,9999.0,269.0969,0.0,270.0925,0.0,5.0,5.0,20.0,1.0,0.8,0.3,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,270.0931,0.0,270.0936,,,,273.2146,273.7101,272.6978,273.2144,271.0969,152.0,272.6976,273.7102,274.2104,274.2104,280.2125,9999.0,280.2131,0.0,281.2116,0.0,6.0,6.0,24.0,1.0,1.6,0.3,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,281.213,0.0,281.2135,,,,283.9636,284.4625,283.4472,283.9633,282.2301,119.0,283.447,284.4625,284.9627,284.9628,290.9648,9999.0,290.9655,0.0,291.9648,0.0,7.0,7.0,27.0,1.0,1.2,0.7,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,291.9657,0.0,291.9665,,,,295.1165,295.6159,294.6012,295.116,292.9834,97.0,294.601,295.6159,296.116,296.116,302.1187,9999.0,302.1193,0.0,303.118,0.0,8.0,8.0,9.0,1.0,1.6,0.7,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,303.1188,0.0,303.1193,,,,306.2696,306.7691,305.7537,306.2693,304.1363,248.0,305.7533,306.7691,307.2694,307.2694,313.272,9999.0,313.2726,0.0,314.2714,0.0,9.0,9.0,14.0,1.0,1.6,0.3,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,314.2726,0.0,314.273,,,,316.8234,317.3223,316.3068,316.8231,315.2898,249.0,316.3064,317.3223,317.8225,317.8226,323.8253,9999.0,323.8259,0.0,324.8246,0.0,10.0,10.0,16.0,1.0,1.0,0.7,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,324.8261,0.0,324.8263,,,,327.5768,328.0754,327.06,327.5764,325.8425,110.0,327.0594,328.0755,328.5755,328.5755,334.5778,9999.0,334.5785,0.0,335.5776,0.0,11.0,11.0,7.0,1.0,1.2,0.7,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,335.5785,0.0,335.579,,,,337.9298,338.4292,337.4127,337.9293,336.5955,152.0,337.4123,338.4294,338.9286,338.9287,341.3802,1631.4,341.3808,5.0,342.3797,0.0,12.0,12.0,0.0,1.0,0.8,0.3,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,342.3805,0.0,342.3812,,,,344.7317,345.2305,344.2142,344.7314,343.3982,25.0,344.214,345.2306,345.7308,345.7309,347.1322,649.2,347.1328,2.0,348.1312,0.0,13.0,13.0,5.0,1.0,0.8,0.7,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,348.1317,0.0,348.1319,,,,350.4826,350.9821,349.9659,350.4824,349.1487,97.0,349.9658,350.9821,351.4822,351.4823,352.7998,927.2,352.8,4.0,353.7995,0.0,14.0,14.0,10.0,1.0,0.8,0.3,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,353.8,0.0,353.8003,,,,356.951,357.4505,356.4343,356.951,354.8172,188.0,356.4341,357.4506,357.9506,357.9508,358.5515,81.70000005,358.5517,1.0,359.5512,0.0,15.0,15.0,19.0,1.0,1.6,0.7,Time
,,S35,1,female,30,anonymized,Serial_Dependence_U,2023.2.3,Win32,60.24096386,,,,,,,,,,,,359.5518,0.0,359.5521,,,,362.2861,362.7855,361.7691,362.286,360.5523,217.0,361.7691,362.7855,363.2858,363.2858,363.7863,51.29999995,363.7864,1.0,364.7862,0.0,16.0,16.0,22.0,1.0,1.2,0.3,Time
